,userid,No_of_visit,url,summary
10,88,6,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
11,36,6,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
12,64,9,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
13,12,5,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
14,14,6,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
15,24,6,https://timesofindia.indiatimes.com/sports/football/champions-league/top-stories/thousands-have-tried-bayern-munich-ponder-how-to-stop-messi/articleshow/77489723.cms,"'Thousands have tried' - Bayern Munich ponder how to stop MessiAFP |  Aug 11, 2020, 21:51 ISTBarcelona's Lionel Messi (AP Photo)LISBON: Bayern Munich midfielder Leon Goretzka said the German giants are working out how to curb the legendary talents of Barcelona star Lionel Messi ahead of Friday's Champions League quarter-final.
""I don't know how, but we have to force our game on them."" Messi scored his 31st goal this season on Saturday and is looking to lift the Champions League for the fifth time in his career with Barcelona.
Bayern are chasing the treble having already won an eigth straight Bundesliga title and lifted the German Cup, but Goretzka says Barcelona present a true test.
Knockout matches are great."" While Barcelona are packed with stars alongside Messi, Goretzka says Bayern are far more than just Lewandowski's goals."
16,67,7,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
17,36,8,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
18,43,9,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
19,60,3,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
20,77,7,https://timesofindia.indiatimes.com/sports/football/champions-league/top-stories/thousands-have-tried-bayern-munich-ponder-how-to-stop-messi/articleshow/77489723.cms,"'Thousands have tried' - Bayern Munich ponder how to stop MessiAFP |  Aug 11, 2020, 21:51 ISTBarcelona's Lionel Messi (AP Photo)LISBON: Bayern Munich midfielder Leon Goretzka said the German giants are working out how to curb the legendary talents of Barcelona star Lionel Messi ahead of Friday's Champions League quarter-final.
""I don't know how, but we have to force our game on them."" Messi scored his 31st goal this season on Saturday and is looking to lift the Champions League for the fifth time in his career with Barcelona.
Bayern are chasing the treble having already won an eigth straight Bundesliga title and lifted the German Cup, but Goretzka says Barcelona present a true test.
Knockout matches are great."" While Barcelona are packed with stars alongside Messi, Goretzka says Bayern are far more than just Lewandowski's goals."
21,52,0,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
22,33,9,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
23,78,6,https://timesofindia.indiatimes.com/sports/football/champions-league/top-stories/thousands-have-tried-bayern-munich-ponder-how-to-stop-messi/articleshow/77489723.cms,"'Thousands have tried' - Bayern Munich ponder how to stop MessiAFP |  Aug 11, 2020, 21:51 ISTBarcelona's Lionel Messi (AP Photo)LISBON: Bayern Munich midfielder Leon Goretzka said the German giants are working out how to curb the legendary talents of Barcelona star Lionel Messi ahead of Friday's Champions League quarter-final.
""I don't know how, but we have to force our game on them."" Messi scored his 31st goal this season on Saturday and is looking to lift the Champions League for the fifth time in his career with Barcelona.
Bayern are chasing the treble having already won an eigth straight Bundesliga title and lifted the German Cup, but Goretzka says Barcelona present a true test.
Knockout matches are great."" While Barcelona are packed with stars alongside Messi, Goretzka says Bayern are far more than just Lewandowski's goals."
24,37,1,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
25,4,2,https://timesofindia.indiatimes.com/india/as-china-factor-looms-india-hopes-to-work-with-lankas-rajapaksas-for-development/articleshow/77509553.cms,"As China factor looms, India hopes to work with Lanka's Rajapaksas for developmentSachin Parashar | TNN |  Aug 12, 2020, 21:30 ISTPrime Minister Narendra Modi with then Sri Lanka President Mahinda Rajapaksa.
India sees itself as having played a major role in improving the lives of people in Sri Lanka in the past few years with focus on connectivity and housing.
A year later, in 2017, India seemed to have taken an important step to repair ties with the Rajapaksas when Modi had an ""unscheduled"" meeting with Mahinda during his visit to Colombo.
Indian officials said India's efforts have played an important role in improving connectivity in Sri Lanka.
Officials also recalled that during the visit of President Gotabaya to India, Modi had announced two new Lines of Credit - $400 million for infrastructure development and $50 million for security and counter-terrorism cooperation."
26,22,9,https://timesofindia.indiatimes.com/sports/football/champions-league/top-stories/thousands-have-tried-bayern-munich-ponder-how-to-stop-messi/articleshow/77489723.cms,"'Thousands have tried' - Bayern Munich ponder how to stop MessiAFP |  Aug 11, 2020, 21:51 ISTBarcelona's Lionel Messi (AP Photo)LISBON: Bayern Munich midfielder Leon Goretzka said the German giants are working out how to curb the legendary talents of Barcelona star Lionel Messi ahead of Friday's Champions League quarter-final.
""I don't know how, but we have to force our game on them."" Messi scored his 31st goal this season on Saturday and is looking to lift the Champions League for the fifth time in his career with Barcelona.
Bayern are chasing the treble having already won an eigth straight Bundesliga title and lifted the German Cup, but Goretzka says Barcelona present a true test.
Knockout matches are great."" While Barcelona are packed with stars alongside Messi, Goretzka says Bayern are far more than just Lewandowski's goals."
27,24,4,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
28,26,2,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
29,53,9,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
30,13,4,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
31,93,6,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
32,39,5,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
33,14,6,https://timesofindia.indiatimes.com/india/62064-more-covid-19-cases-in-india-recoveries-cross-15-lakh-mark/articleshow/77456041.cms,"According to the Union Ministry of Health and Family Welfare (MOHFW), 1,007 new deaths were reported in the country and the cumulative toll reached 44,386.
Taking to Twitter, the Union Health Ministry informed that India's Covid-19 recoveries cross the historic peak of 1.5 million and the infection is now concentrated in 10 States that contribute more than 80 per cent of the new cases."
34,50,1,https://timesofindia.indiatimes.com/india/as-china-factor-looms-india-hopes-to-work-with-lankas-rajapaksas-for-development/articleshow/77509553.cms,"As China factor looms, India hopes to work with Lanka's Rajapaksas for developmentSachin Parashar | TNN |  Aug 12, 2020, 21:30 ISTPrime Minister Narendra Modi with then Sri Lanka President Mahinda Rajapaksa.
India sees itself as having played a major role in improving the lives of people in Sri Lanka in the past few years with focus on connectivity and housing.
A year later, in 2017, India seemed to have taken an important step to repair ties with the Rajapaksas when Modi had an ""unscheduled"" meeting with Mahinda during his visit to Colombo.
Indian officials said India's efforts have played an important role in improving connectivity in Sri Lanka.
Officials also recalled that during the visit of President Gotabaya to India, Modi had announced two new Lines of Credit - $400 million for infrastructure development and $50 million for security and counter-terrorism cooperation."
35,63,1,https://timesofindia.indiatimes.com/india/as-china-factor-looms-india-hopes-to-work-with-lankas-rajapaksas-for-development/articleshow/77509553.cms,"As China factor looms, India hopes to work with Lanka's Rajapaksas for developmentSachin Parashar | TNN |  Aug 12, 2020, 21:30 ISTPrime Minister Narendra Modi with then Sri Lanka President Mahinda Rajapaksa.
India sees itself as having played a major role in improving the lives of people in Sri Lanka in the past few years with focus on connectivity and housing.
A year later, in 2017, India seemed to have taken an important step to repair ties with the Rajapaksas when Modi had an ""unscheduled"" meeting with Mahinda during his visit to Colombo.
Indian officials said India's efforts have played an important role in improving connectivity in Sri Lanka.
Officials also recalled that during the visit of President Gotabaya to India, Modi had announced two new Lines of Credit - $400 million for infrastructure development and $50 million for security and counter-terrorism cooperation."
36,84,5,https://timesofindia.indiatimes.com/india/as-china-factor-looms-india-hopes-to-work-with-lankas-rajapaksas-for-development/articleshow/77509553.cms,"As China factor looms, India hopes to work with Lanka's Rajapaksas for developmentSachin Parashar | TNN |  Aug 12, 2020, 21:30 ISTPrime Minister Narendra Modi with then Sri Lanka President Mahinda Rajapaksa.
India sees itself as having played a major role in improving the lives of people in Sri Lanka in the past few years with focus on connectivity and housing.
A year later, in 2017, India seemed to have taken an important step to repair ties with the Rajapaksas when Modi had an ""unscheduled"" meeting with Mahinda during his visit to Colombo.
Indian officials said India's efforts have played an important role in improving connectivity in Sri Lanka.
Officials also recalled that during the visit of President Gotabaya to India, Modi had announced two new Lines of Credit - $400 million for infrastructure development and $50 million for security and counter-terrorism cooperation."
37,14,1,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
38,63,4,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
39,53,8,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
40,53,0,https://timesofindia.indiatimes.com/sports/football/champions-league/top-stories/thousands-have-tried-bayern-munich-ponder-how-to-stop-messi/articleshow/77489723.cms,"'Thousands have tried' - Bayern Munich ponder how to stop MessiAFP |  Aug 11, 2020, 21:51 ISTBarcelona's Lionel Messi (AP Photo)LISBON: Bayern Munich midfielder Leon Goretzka said the German giants are working out how to curb the legendary talents of Barcelona star Lionel Messi ahead of Friday's Champions League quarter-final.
""I don't know how, but we have to force our game on them."" Messi scored his 31st goal this season on Saturday and is looking to lift the Champions League for the fifth time in his career with Barcelona.
Bayern are chasing the treble having already won an eigth straight Bundesliga title and lifted the German Cup, but Goretzka says Barcelona present a true test.
Knockout matches are great."" While Barcelona are packed with stars alongside Messi, Goretzka says Bayern are far more than just Lewandowski's goals."
41,38,9,https://timesofindia.indiatimes.com/home/education/news/career-in-data-science-in-india-courses-certification-salary-future-growth/articleshow/75023624.cms,"There has been an increase in demand for data scientists in India as organisations have been adopting new technologies to analyse the data extensively to draw meaningful insights.
The demand for data engineers is very high in sectors like information technology, telecom, manufacturing, finance and insurance, retail and many more.
Various Indian academic institutions offer data analytics/data science courses in the country.
Here are some of the Indian institutes and universities that offer courses in data science fields:
Indian Institute of Information Technology and Management – Kerala
Professionals who want to take their career to the next level can enrol to various online certification programs in data science.
The study revealed that the past year has been an effective growth year for the Data Science and Analytics domain, with an increase in the median salary in the analytics function and a corresponding increase in salaries and the proportion of professionals in the upper experience cadre.
In the coming future, the demand for data science professionals will continue to grow."
42,18,8,https://timesofindia.indiatimes.com/world/pakistan/pakistan-us-review-bilateral-relationship/articleshow/77503580.cms,"Pakistan, US review bilateral relationshipPTI |  Aug 12, 2020, 16:06 ISTISLAMABAD: Pakistan and the US have reviewed their bilateral relationship as top officials from the two countries took part in a virtual conference during which they also discussed the need for peace and stability in Afghanistan and South Asia.
The two sides reviewed the bilateral relationship, its present trajectory, and future direction and also exchanged views on peace and stability in South Asia, the Pakistan Foreign Office said in a statement.
Pakistan's Ambassador in Washington Asad Majeed Khan and US Charge d'affaires in Islamabad Ambassador Paul Jones along with senior officials from both sides attended the virtual consultations, it said."
